id,codigo,nombre,Peso[Kg],unidad,precio público sin IVA,precio mínimo de venta,precio mayoreo sin IVA,precio distribuidor sin IVA,Precio Medio Mayoreo sin IVA,Marca,Codigo SAT,ean,Volumen[cm3],,Familia,Descripción Familia
100048,PET-15X,"Llave ajustable (perico) 15' cromada, TRUPER",1.09,Pieza,504.31,375,418.1,323.28,461.21,Truper,27111707,7.50624E+12,1374.84,,P085,Llaves ajustables
100049,PET-15C,"Llave ajustable (perico) 15' profesional cromada, EXPERT",1.33,Pieza,711.21,525,590.52,452.59,642.24,Expert,27111707,7.50624E+12,1362.636,,P085,Llaves ajustables
100098,REP-CUT-5X,"Estuche con 10 cuchillas SK2 de 9 mm para cutter, EXPERT",0.035,Set,24.14,18,19.83,15.52,22.41,Expert,27111503,7.50624E+12,88.913,,P049,Cutters y exactos
100099,REP-CUT-6X,"Estuche con 10 cuchillas SK2 de 18 mm para cutter, EXPERT",0.085,Set,42.24,32,36.21,27.59,39.66,Expert,27111503,7.50624E+12,152.187,,P049,Cutters y exactos
100101,REP-CUT-650,"Estuche con 50 cuchillas SK4 de 18 mm para cutter, TRUPER",0.368,Set,116.38,85,94.83,73.28,103.45,Truper,27111503,7.50624E+12,315,,P049,Cutters y exactos
100103,ST-724X,"Disco sierra 7-1/4' p/madera, 24 dientes centro 5/8', EXPERT",0.32,Pieza,292.24,215,240.52,185.34,266.38,Expert,23231200,7.50624E+12,477.201,,P129,Discos de sierra
100104,ST-740X,"Disco sierra 7-1/4' p/madera, 40 dientes centro 5/8', EXPERT",0.34,Pieza,357.76,265,297.41,228.45,323.28,Expert,23231200,7.50624E+12,447.521,,P129,Discos de sierra
100105,ST-1040EX,"Disco sierra 10' para madera, 40 dientes centro 1', EXPERT",0.72,Pieza,573.28,425,478.45,366.38,530.17,Expert,23231200,7.50624E+12,911.354,,P129,Discos de sierra
100106,ST-1060EX,"Disco sierra 10' para madera, 60 dientes centro 1', EXPERT",0.725,Pieza,676.72,500,560.34,431.03,616.38,Expert,23231200,7.50624E+12,923.67,,P129,Discos de sierra
100107,ST-1240EX,"Disco sierra 12' para madera, 40 dientes centro 1', EXPERT",1.16,Pieza,831.9,615,685.34,530.17,754.31,Expert,23231200,7.50624E+12,1294.29,,P129,Discos de sierra
100108,ST-1260EX,"Disco sierra 12' para madera, 60 dientes centro 1', EXPERT",1.14,Pieza,978.45,725,814.66,625,892.24,Expert,23231200,7.50624E+12,1374.16,,P129,Discos de sierra
100109,ST-10100AX,"Disco sierra 10' p/aluminio, 100 dientes centro 5/8', EXPERT",0.86,Pieza,1508.62,1100,1228.45,948.28,1357.76,Expert,23231200,7.50624E+12,1188,,P129,Discos de sierra
100121,SPX-13C,"Serrucho de poda 13',hoja curva,7 DPP, mango madera, EXPERT",0.239,Pieza,257.76,189,211.21,162.93,231.9,Expert,27111500,7.50624E+12,1436.16,,P216,Serruchos jardineros
100122,SPX-13R,"Serrucho de poda 13',hoja recta,7 DPP, mango madera, EXPERT",0.24,Pieza,249.14,185,206.03,159.48,228.45,Expert,27111500,7.50624E+12,1436.16,,P216,Serruchos jardineros
100128,DILF-4120,"Disco lija 4-1/2' con respaldo de fibra, grano 120, TRUPER",0.016,Pieza,14.66,10,12.07,8.62,13.36,Truper,27112742,7.50624E+12,37.8,,P515,Discos de lija
100130,REP-CUT-7X,"Estuche con 10 cuchillas SK2 de 25 mm para cutter, EXPERT",0.19,Set,107.76,79,88.79,68.1,97.41,Expert,27111503,7.50624E+12,206.693,,P049,Cutters y exactos
100131,REP-CUT-650X,"Estuche con 50 cuchillas SK2 de 18 mm para cutter, EXPERT",0.365,Set,185.34,135,150.86,116.38,168.1,Expert,27111503,7.50624E+12,260.1,,P049,Cutters y exactos
100139,CA-40,"Cavador giratorio de acero, mango 'T' 30', TRUPER",4.81,Pieza,991.38,795,823.28,685.34,905.17,Truper,21101606,7.50624E+12,20661.732,,P402,Cavadores nacionales y Latam
10014,PR-PE,"Pala (lampa) recta, Perú, TRUPER",2.113,Pieza,*,110,*,94.83,137.93,Truper,27112004,7.50624E+12,6157.148,,P299,Palas nacionales
100142,PAR-26,"Prensa de ajuste rápido 6' uso rudo, cuerpo nylon, EXPERT",0.6,Pieza,271.55,199,223.28,171.55,245.69,Expert,27112100,7.50624E+12,2317.952,,P769,Prensas y sargentos
100143,PAR-212,"Prensa de ajuste rápido 12' uso rudo, cuerpo nylon, EXPERT",0.7,Pieza,314.66,235,262.93,202.59,288.79,Expert,27112100,7.50624E+12,3137.784,,P769,Prensas y sargentos
100144,PAR-224,"Prensa de ajuste rápido 24' uso rudo, cuerpo nylon, EXPERT",0.86,Pieza,400.86,295,331.9,254.31,357.76,Expert,27112100,7.50624E+12,4825.1,,P769,Prensas y sargentos
100145,SUS-CAS,"Suspensión para cascos, ajuste por matraca, TRUPER",0.12,Pieza,80.17,59,66.38,50.86,73.28,Truper,31162800,7.50624E+12,2691.552,,P224,Cascos de seguridad
100147,PES-X,"Pala escarramán, puño 'Y', mango acero, TRUPER EXPERT",2.64,Pieza,306.03,245,254.31,211.21,280.17,Expert,27112004,7.50624E+12,6947.942,,P299,Palas nacionales
100148,MAN-30X3/4XX,Manguera 3/4' anti-torceduras 6 capas 30m conexiones d/metal,8.53,Pieza,840.52,675,693.97,581.9,762.93,Expert,40142000,7.50624E+12,32193,,P095,Mangueras de jardín armadas
100153,EST-45/50/60,2 estabilizadores calibre 15 p/carretillas TRUPER y EXPERT,0.656,Par,47.41,35,38.79,30.17,43.1,Truper,31162800,7.50624E+12,1433.148,,P433,Refacciones de carretillas
100155,JT-S,"Tornillería con chumaceras para carretilla CAR-82, TRUPER",0.645,Juego,116.38,85,94.83,73.28,103.45,Truper,31162800,7.50624E+12,462,,P433,Refacciones de carretillas
100156,JT-M,"Tornillería con chumaceras para carretilla TP-8, TRUPER",0.62,Juego,116.38,85,94.83,73.28,103.45,Truper,31162800,7.50624E+12,477.698,,P433,Refacciones de carretillas
100158,BAS-CU-60-G,"Bastidor de madera 39 x 48 mm para carretilla TP-8, TRUPER",1.715,Pieza,197.41,145,162.93,125,180.17,Truper,31162800,7.50624E+12,3010.002,,P433,Refacciones de carretillas
100159,J-CH-2W,Chumaceras sin punzonado para carretilla de 2 llantas TRUPER,0.15,Par,24.14,18,19.83,15.52,22.41,Truper,31162800,7.50624E+12,400.44,,P433,Refacciones de carretillas
100171,BOS-1LH,"Bomba sumergible hierro fundido, agua limpia, 1 HP, TRUPER",16.63,Pieza,3879.31,3100,3211.21,2672.41,3530.17,Truper,40151500,7.50624E+12,18938.61,,P146,Bombas para agua
100172,ST-424,"Disco sierra 4-1/2' para madera, 24 dientes centro 3/8'",0.076,Pieza,162.93,120,135.34,103.45,146.55,Truper,23231200,7.50624E+12,114.7,,P129,Discos de sierra
100173,GA-MA-N,"Gancho plástico naranja para manguera de jardín, TRUPER",0.155,Pieza,66.38,49,55.17,42.24,59.48,Truper,31162800,7.50624E+12,1308.994,,P294,Porta mangueras
100177,CAR-81FF,"Carretilla 8 ft3 Imponchable, bastidor tubular, TRUPER",18.125,Pieza,1883.62,1640,1556.03,1413.79,1711.21,Truper,24101507,7.50624E+12,89699.98,,P432,Carretillas nacionales y Latam
100178,CAT-60PL-FF,"Carretilla concha plástica 6 ft Imponchable b/tubular,Truper",15.45,Pieza,1487.07,1295,1228.45,1116.38,1349.14,Truper,24101507,7.50624E+12,98192.68,,P432,Carretillas nacionales y Latam
100180,CU-S,"Cuña plástica para carretillas tipo americano, TRUPER",0.22,Pieza,47.41,35,38.79,30.17,43.1,Truper,31162800,7.50624E+12,733.017,,P433,Refacciones de carretillas
100182,E-2W,Eje largo para carretillas tipo americano 2 llantas TRUPER,0.893,Pieza,116.38,85,94.83,73.28,103.45,Truper,31162800,7.50624E+12,151.04,,P433,Refacciones de carretillas
100197,STP-7PR,"Serrucho plegable 7' hoja recta 11 DPP mango plástico,Truper",0.25,Pieza,128.45,95,107.76,81.9,116.38,Truper,27111500,7.50624E+12,1182.006,,P216,Serruchos jardineros
100198,STP-10PC,"Serrucho plegable 10' hoja curva 5 DPP mango plástico,Truper",0.339,Pieza,168.1,125,142.24,107.76,150.86,Truper,27111508,7.50624E+12,1490.832,,P216,Serruchos jardineros
100250,COMBOE-4580ALF,"Combo esmeriladora 4-1/2', 850W,lentes y flexómetro,ERGO-PRO",2.796,Set,831.9,725,685.34,625,754.31,Truper,31162800,7.50624E+12,8020.32,,P097,Máquinas portátiles con cable
100258,BA-PAT,"Balero de bolas para patín traspaleta, TRUPER",0.095,Pieza,62.07,49,50.86,42.24,56.03,Truper,24101700,7.50624E+12,45.375,,P217,Gatos hidráulicos y mecánicos
100276,Ext-1000,"Extintor portátil recargable 1 kg, polvo tipo ABC, TRUPER",1.838,Pieza,343.97,255,283.62,219.83,309.48,Truper,31162800,7.50624E+12,4154.445,,P593,Extintores
100293,LEDE-SN-R,"Lentes de seguridad, gris con banda elástica, Active, TRUPER",0.035,Pieza,80.17,59,66.38,50.86,73.28,Truper,46181811,7.50624E+12,298.067,,P222,Goggles y lentes
100300,COMP-KIT25,"Kit Compresor lub, 25L, manguera y pistola grav,127V, TRUPER",27.82,Set,4181.03,3650,3491.38,3146.55,3836.21,Truper,40151616,7.50624E+12,103486.5,,P041,Compresores
100334,EM-50,"Engrapadora tipo martillo, uso rudo, TRUPER",0.98,Pieza,556.03,445,461.21,383.62,504.31,Truper,31162800,7.50624E+12,1444,,P151,Engrapadoras
100353,PROCA-N,"Protector solar plegable para casco, naranja con reflejante",0.102,Pieza,119.83,89,99.14,76.72,109.48,Truper,39121719,7.50624E+12,631.04,,P886,Protección Solar
100354,PROCA-V,"Protector solar plegable para casco, verde con reflejante",0.1,Pieza,119.83,89,99.14,76.72,109.48,Truper,39121719,7.50624E+12,745.5,,P886,Protección Solar
100360,MUT-36,"Multímetro digital profesional, TRUPER",0.359,Pieza,469.83,375,383.62,323.28,426.72,Truper,41113630,7.50624E+12,1319.379,,P166,Multímetros
100361,MUT-50A,Multímetro profesional con RMS verdadero y auto rango,0.36,Pieza,693.97,555,573.28,478.45,633.62,Truper,41113630,7.50624E+12,1283.16,,P166,Multímetros
100362,MUT-60A,Multímetro profesional con RMS verdadero y auto rango Deluxe,0.54,Pieza,905.17,725,745.69,625,823.28,Truper,41113630,7.50624E+12,2384.888,,P166,Multímetros
100370,LIBA-4X24N3,"Lijadora de banda 4 x 24', 1200W, TRUPER INDUSTRIAL",7.06,Pieza,3146.55,2750,2629.31,2370.69,2887.93,Truper,31162800,7.50624E+12,28461.6,,P097,Máquinas portátiles con cable
100416,CAT 50X,"Carretilla 5.5ft3 Imponchable bastidor tubular,TRUPER EXPERT",19.455,Pieza,1823.28,1590,1504.31,1370.69,1650.86,Expert,24101507,7.50624E+12,71759.614,,P432,Carretillas nacionales y Latam
100417,CAT 60X,"Carretilla 6ft3 Imponchable, bastidor tubular, TRUPER EXPERT",21.48,Pieza,1892.24,1650,1564.66,1422.41,1719.83,Expert,24101507,7.50624E+12,64135.204,,P432,Carretillas nacionales y Latam
100430,BOAC-1A,"Bomba centrífuga para agua, 1 HP, TRUPER",14.755,Pieza,2004.31,1750,1659.48,1508.62,1823.28,Truper,40151503,7.50624E+12,15993.6,,P146,Bombas para agua
100433,BOAC-1AX,"Bomba centrífuga para agua, 1 HP, TRUPER EXPERT",16.54,Pieza,2237.07,1950,1853.45,1681.03,2025.86,Expert,40151503,7.50624E+12,16540.992,,P146,Bombas para agua
100435,AFI-TIJ,"Afilador para herramientas de corte, TRUPER",0.046,Pieza,93.97,69,77.59,59.48,84.48,Truper,27111554,7.50624E+12,231.04,,P774,Afiladores
100436,POLI-9,"Lijadora manual base de aluminio 8 x 24 cm, TRUPER",0.317,Pieza,188.79,139,154.31,119.83,171.55,Truper,31162800,7.50624E+12,1848,,P149,Lijas
100495,ESMU-112,"Escalera multiposición 12 peldaños, Tipo I, TRUPER",19.51,Pieza,3146.55,2500,2586.21,2155.17,2844.83,Truper,30191500,7.50624E+12,104652,,P539,Escaleras
100503,PUN-7PH1,"Estuche con 7 puntas de cruz combinadas largo 1', EXPERT",0.045,Set,39.66,29,31.9,25,35.34,Expert,27113200,7.50624E+12,94.816,,P118,Puntas para desarmador
100504,PUN-7PH2,"Estuche con 7 puntas de cruz combinadas largo 2', EXPERT",0.095,Set,60.34,45,50.86,38.79,56.03,Expert,27113200,7.50624E+12,148.116,,P118,Puntas para desarmador
100505,PUN-6PL1,"Estuche con 6 puntas planas combinadas largo 1', EXPERT",0.04,Set,39.66,29,31.9,25,35.34,Expert,27113200,7.50624E+12,94.21,,P118,Puntas para desarmador
100506,PUN-6PL2,"Estuche con 6 puntas planas combinadas largo 2', EXPERT",0.075,Set,56.03,42,47.41,36.21,50.86,Expert,27113200,7.50624E+12,146.096,,P118,Puntas para desarmador
100516,SN-PI20,"Pinza niveladora de azulejos, TRUPER",0.42,Pieza,154.31,115,128.45,99.14,142.24,Truper,31162800,7.50624E+12,4072.113,,P288,Separadores de loseta
100518,SN-CU16,"Bolsa con 100 cuñas para nivelación de azulejos, TRUPER",0.519,Pieza,119.83,89,99.14,76.72,109.48,Truper,31162800,7.50624E+12,3337.678,,P288,Separadores de loseta
100652,TF-112,"Tijera para ramas 38 cm, mangos de aluminio, TRUPER EXPERT",0.39,Pieza,219.83,175,180.17,150.86,197.41,Expert,44121618,7.50624E+12,1248,,P782,Tijeras a dos manos y cortadores de ramas altas
100655,T-460-12B,"Machete rambo 12', cacha inyectada negra, TRUPER",0.328,Pieza,93.97,75,76.72,64.66,85.34,Truper,27112001,7.50624E+12,437,,P092,Machetes
100662,T275-5X,"Pinza 5' de corte para electrónica, TRUPER EXPERT",0.076,Pieza,93.97,69,76.72,59.48,85.34,Expert,27112105,7.50624E+12,391.318,,P267,"Pinzas pela cables, corta cables y para electrónica"
10067,BOMEX-25,"Bomba extractora de aceites con manivela, TRUPER",3.695,Pieza,780.17,625,642.24,538.79,711.21,Truper,40151500,7.50121E+12,8950.3,,P297,Bombas de extracción
100679,GRIP-CAT,2 puños para bastidor tubular p/carretillas TRUPER y EXPERT,0.13,Juego,33.62,25,28.45,21.55,31.03,Expert,31162800,7.50624E+12,832.662,,P433,Refacciones de carretillas
100696,JOY-Y03,Desarmador de precisión punta triwing Y000 mango ergonómico,0.03,Pieza,20.69,14,17.24,12.07,18.97,Truper,27111701,7.50624E+12,218.78,,P253,Desarmadores
100697,JOY-E1,Desarmador de precisión pentalobe PL1 mango ergonómico,0.03,Pieza,20.69,14,17.24,12.07,18.97,Truper,27111701,7.50624E+12,202.616,,P253,Desarmadores
10070,BOAP-1,"Bomba periférica 1HP, altura máx 70m, uso agrícola, EXPERT",10.46,Pieza,2395,1650,1975,1650,2175,Expert,21101800,7.50121E+12,13695.5,,P146,Bombas para agua
100733,RE-TI,"Remachadora de uso rudo tipo tijera, 13', TRUPER",1.158,Pieza,366.38,295,306.03,254.31,331.9,Truper,31162800,7.50624E+12,3332,,P123,Remachadoras
100752,A2C,"Azadón dos cuernos, mango de madera 54', TRUPER",1.13,Pieza,161.21,119,133.62,102.59,145.69,Truper,27112002,7.50624E+12,3409.815,,P739,Azadones de zanco
100754,CO-80P,"Concha plástica para carretilla TP-8, TRUPER",6.72,Pieza,676.72,545,564.66,469.83,616.38,Truper,31162800,7.50624E+12,33117,,P433,Refacciones de carretillas
100777,CAIMAN-T,"Blíster con 2 caimanes para cables pasa corriente, TRUPER",0.265,Set,80.17,59,66.38,50.86,73.28,Truper,39121441,7.50624E+12,1614.984,,P158,Cables pasa corriente
100778,BOT-1,"Bomba autocebante para uso con taladro, TRUPER",0.264,Pieza,257.76,189,211.21,162.93,231.9,Truper,31162800,7.50624E+12,2110.455,,P146,Bombas para agua
100779,CLNE-18E,"Clavadora y engrapadora neumática profesional, calibre 18",2.403,Pieza,1099.14,875,905.17,754.31,991.38,Truper,31162800,7.50624E+12,9475.558,,P290,Engrapadoras y clavadoras neumáticas
100785,JM-HO,Juego 7 piezas de martillos y entibadores para hojalatero,6.6,Set,1853.45,1490,1538.79,1284.48,1681.03,Truper,27113200,7.50624E+12,13862.1,,P203,Herramientas automotrices
100787,BASE-50M,"Báscula electrónica para equipaje, de pilas, 50 kg, TRUPER",0.121,Pieza,154.31,125,128.45,107.76,142.24,Truper,41111500,7.50624E+12,775.143,,P666,Básculas
100788,BASE-300C,"Báscula electrónica colgante, de pilas, 300 kg, TRUPER",0.821,Pieza,1314.66,1050,1090.52,905.17,1193.97,Truper,41111500,7.50624E+12,2438.1,,P666,Básculas
10079,CAT-15FF,"Carretilla 5 ft3 Imponchable, bastidor tubular, TRUPER",16.5,Pieza,1659.48,1445,1366.38,1245.69,1508.62,Truper,24101507,7.50624E+12,79731.995,,P432,Carretillas nacionales y Latam
100811,NL-TRI-150,"Tripié telescópico para nivel láser, altura max. 1.45 m",1.36,Pieza,969.83,845,797.41,728.45,883.62,Truper,31162800,7.50624E+12,8255,,P770,"Niveles láser, medidores y detectores"
100812,LEN-NL-V,"Lentes de seguridad para láser verde, TRUPER",0.08,Pieza,154.31,115,128.45,99.14,142.24,Truper,46181811,7.50624E+12,1420.265,,P222,Goggles y lentes
100815,KITB-5X,"Juego de 4 brocasierras bimetálicas y 1 mandril, EXPERT",0.64,Set,616.38,455,508.62,392.24,560.34,Expert,31162800,7.50624E+12,2150.5,,P506,Brocasierras bimetálicas
100816,KITB-3X,"Juego de 3 piezas para instalar cerraduras, TRUPER EXPERT",0.301,Set,343.97,255,283.62,219.83,309.48,Expert,31162800,7.50624E+12,1658.118,,P506,Brocasierras bimetálicas
100817,LLJ-140T,"Llave p/manguera, de latón, 140g, 1/2', granel, TRUPER",0.131,Pieza,81.9,65,68.1,56.03,73.28,Truper,31162800,7.50624E+12,172.9,,P177,Llaves de jardín
100825,PROSO-1M,"Protección para soldar, peto de mezclilla, TRUPER",0.202,Pieza,133.62,99,111.21,85.34,119.83,Truper,46181700,7.50624E+12,892.584,,P415,Protección Corporal
100826,PROSO-2M,"Protección para soldar, mangas de mezclilla, TRUPER",0.225,Par,128.45,95,107.76,81.9,116.38,Truper,46181700,7.50624E+12,993.6,,P415,Protección Corporal
100827,PROSO-4M,"Protección para soldar, capucha de mezclilla, TRUPER",0.145,Pieza,116.38,85,94.83,73.28,103.45,Truper,46181700,7.50624E+12,630.74,,P415,Protección Corporal
100850,NM-6S,"Navaja auto-retráctil de seguridad 7', TRUPER",0.22,Pieza,223.28,165,185.34,142.24,202.59,Truper,27111500,7.50624E+12,723.996,,P734,Navajas
100851,CT-608MR,"Carda copa 3' alambre trenzado fino, Multi-rosca, TRUPER",0.299,Pieza,133.62,99,111.21,85.34,119.83,Truper,31162800,7.50624E+12,941.563,,P025,Cardas
100852,CT-610MR,"Carda copa 4' alambre trenzado fino, Multi-rosca, TRUPER",0.616,Pieza,211.21,155,171.55,133.62,188.79,Truper,31162800,7.50624E+12,1469.664,,P025,Cardas
100853,CT-612MR,"Carda copa 5' alambre trenzado fino, Multi-rosca, TRUPER",0.8,Pieza,262.93,195,219.83,168.1,240.52,Truper,31162800,7.50624E+12,2149.644,,P025,Cardas
100854,CT-608MRX,"Carda copa 3' alambre trenzado grueso, Multi-rosca, TRUPER",0.315,Pieza,133.62,99,111.21,85.34,119.83,Truper,31162800,7.50624E+12,982.8,,P025,Cardas
100855,CT-610MRX,"Carda copa 4' alambre trenzado grueso, Multi-rosca, TRUPER",0.641,Pieza,211.21,155,171.55,133.62,188.79,Truper,31162800,7.50624E+12,1440,,P025,Cardas
100856,CT-612MRX,"Carda copa 5' alambre trenzado grueso, Multi-rosca, TRUPER",0.82,Pieza,262.93,195,219.83,168.1,240.52,Truper,31162800,7.50624E+12,2122.26,,P025,Cardas
100857,CO-508MR,"Carda copa 3' alambre ondulado fino, Multi-rosca, TRUPER",0.266,Pieza,100.86,75,83.62,64.66,92.24,Truper,31162800,7.50624E+12,948.75,,P025,Cardas
100858,CO-510MR,"Carda copa 4' alambre ondulado fino, Multi-rosca, TRUPER",0.426,Pieza,168.1,125,142.24,107.76,154.31,Truper,31162800,7.50624E+12,1490.076,,P025,Cardas
100859,CO-512MR,"Carda copa 5' alambre ondulado fino, Multi-rosca, TRUPER",0.695,Pieza,249.14,185,206.03,159.48,228.45,Truper,31162800,7.50624E+12,2428.248,,P025,Cardas
100860,REF-BAS-01,"Charola para báscula mecánica, TRUPER",0.35,Pieza,197.41,145,162.93,125,180.17,Truper,31162800,7.50624E+12,6692.188,,P666,Básculas
100861,REF-BASC-01,"Charola para báscula mecánica colgante, TRUPER",0.85,Pieza,452.59,335,375,288.79,409.48,Truper,31162800,7.50624E+12,7437.5,,P666,Básculas
100868,RMAX-7NX,"Rotomartillo SDS Max 6kg, 7J, 1100W, TRUPER EXPERT",10.14,Pieza,5474.14,4750,4525.86,4094.83,4956.9,Expert,27111515,7.50624E+12,42017.616,,P097,Máquinas portátiles con cable
100869,RMAX-15NX,"Rotomartillo SDS Max/destornillador 9 kg, 15J, 1500W, EXPERT",13.24,Pieza,11422.41,9950,9439.66,8577.59,10344.83,Expert,27112700,7.50624E+12,41760,,P097,Máquinas portátiles con cable
100870,CO-512MRX,"Carda copa 5' alambre ondulado grueso, Multi-rosca, TRUPER",0.72,Pieza,249.14,185,206.03,159.48,228.45,Truper,31162800,7.50624E+12,2378.88,,P025,Cardas
100871,BASE-40T,"Báscula electrónica multifunciones con torreta 40 kg, TRUPER",3.9,Pieza,1564.66,1250,1288.79,1077.59,1422.41,Truper,31162800,7.50624E+12,29543.04,,P666,Básculas
100873,D-1406-B,"Dado de 3/16', 12 puntas, cuadro 1/4', TRUPER",0.015,Pieza,25.86,18,21.55,15.52,24.14,Truper,27111700,7.50624E+12,103.713,,P805,Dados y accesorios 1/4'
100874,D-1407-B,"Dado de 7/32', 12 puntas, cuadro 1/4', TRUPER",0.015,Pieza,25.86,18,21.55,15.52,24.14,Truper,27111700,7.50624E+12,97.75,,P805,Dados y accesorios 1/4'
100876,D-1409-B,"Dado de 9/32', 12 puntas, cuadro 1/4', TRUPER",0.02,Pieza,25.86,18,21.55,15.52,24.14,Truper,27111700,7.50624E+12,103.992,,P805,Dados y accesorios 1/4'
100878,D-1410-B,"Dado de 5/16', 12 puntas, cuadro 1/4', TRUPER",0.015,Pieza,25.86,18,21.55,15.52,24.14,Truper,27111700,7.50624E+12,97.536,,P805,Dados y accesorios 1/4'
100879,D-1411-B,"Dado de 11/32', 12 puntas, cuadro 1/4', TRUPER",0.025,Pieza,27.59,19,23.28,16.38,25,Truper,27111700,7.50624E+12,94.676,,P805,Dados y accesorios 1/4'
100885,CAZ-60BX,"Cortador azulejo 25' (63cm) gran formato c/maletín, EXPERT",8.66,Pieza,2064.66,1650,1702.59,1422.41,1875,Expert,31162800,7.50624E+12,28064.823,,P045,Cortadores de azulejo
100890,MADE-6NX,"Martillo demoledor SDS Max 6kg, 14J, 1200W, TRUPER EXPERT",10.34,Pieza,6250,5450,5129.31,4698.28,5646.55,Expert,27111602,7.50624E+12,34207.8,,P097,Máquinas portátiles con cable
100891,MADE-10NX,"Martillo demoledor SDS Max 10kg, 25J, 1500W, TRUPER EXPERT",16.09,Pieza,9439.66,8250,7758.62,7112.07,8577.59,Expert,27111602,7.50624E+12,44694,,P097,Máquinas portátiles con cable
100893,MADE-20NX,"Martillo demoledor HEX 20 kg, 55J, 1600W, TRUPER EXPERT",29.38,Pieza,12500,10950,10301.72,9439.66,11422.41,Expert,27111602,7.50624E+12,63401.8,,P097,Máquinas portátiles con cable
100894,MADE-30NX,"Martillo demoledor HEX 30 kg, 62J, 2000W, TRUPER EXPERT",37.56,Pieza,24568.97,21500,20258.62,18534.48,22370.69,Expert,27112700,7.50624E+12,76962.6,,P097,Máquinas portátiles con cable
100900,SOIN-101M,"Mini soldadora inversora 100A, 127V, TRUPER EXPERT",5.88,Pieza,2112.07,1850,1767.24,1594.83,1939.66,Truper,23271700,7.50624E+12,17856.2,,P188,Máquinas de soldar
100902,ESMA-45110,"Esmeriladora angular 4-1/2', 1100W, TRUPER PRO",2.74,Pieza,1056.03,925,875,797.41,961.21,Truper,27111905,7.50624E+12,8704.444,,P097,Máquinas portátiles con cable
100903,CATA-36P,"Cama de plástico 36' para mecánico, TRUPER",4.14,Pieza,892.24,715,737.07,616.38,814.66,Truper,31162800,7.50624E+12,33626.62,,P494,Equipo de taller automotriz
100904,CATA-40P,"Cama de plástico 40' para mecánico, TRUPER",5.28,Pieza,991.38,795,823.28,685.34,905.17,Truper,31162800,7.50624E+12,44837.5,,P494,Equipo de taller automotriz
100905,D-7321-MLPD,"Dado largo impacto prot. plást. 21 mm, 6 puntas, cuadro 1/2'",0.225,Pieza,154.31,115,128.45,99.14,142.24,Truper,27111700,7.50624E+12,177.156,,P804,Dados y accesorios 1/2'
100906,AI-5254,"Adaptador de impacto 1/2' (H) x 3/8' (M), TRUPER",0.075,Pieza,93.97,69,77.59,59.48,84.48,Truper,31162800,7.50624E+12,141.063,,P808,Matracas y accesorios
100907,AI-5653,"Adaptador de impacto 1/2' (H) x 3/4' (M), TRUPER",0.17,Pieza,185.34,135,150.86,116.38,168.1,Truper,31162800,7.50624E+12,172.807,,P808,Matracas y accesorios
100911,TRA-PRO-S-X,"Conjunto impermeable triple capa, talla CH, TRUPER EXPERT",1.75,Set,469.83,345,383.62,297.41,426.72,Expert,46181506,7.50624E+12,3386.88,,P448,Impermeables y ponchos
100913,TRA-PRO-L-X,"Conjunto impermeable triple capa, talla G, TRUPER EXPERT",1.78,Set,469.83,345,383.62,297.41,426.72,Expert,46181506,7.50624E+12,3567,,P448,Impermeables y ponchos
100914,TRA-PRO-XL-X,"Conjunto impermeable triple capa, talla XG, TRUPER EXPERT",1.827,Set,469.83,345,383.62,297.41,426.72,Expert,46181506,7.50624E+12,3432.32,,P448,Impermeables y ponchos
100916,D-1418,"Dado de 9/16', 6 puntas, cuadro 1/4', TRUPER",0.04,Pieza,31.9,22,25.86,18.97,29.31,Truper,27111700,7.50624E+12,102.915,,P805,Dados y accesorios 1/4'
100917,D-1405-B,"Dado de 5/32', 12 puntas, cuadro 1/4', TRUPER",0.015,Pieza,25.86,18,21.55,15.52,24.14,Truper,27111700,7.50624E+12,94.519,,P805,Dados y accesorios 1/4'
100919,D-3808-HL,"Dado largo de 1/4', 6 puntas, cuadro 3/8', TRUPER",0.06,Pieza,53.45,39,43.1,33.62,48.28,Truper,27111704,7.50624E+12,117.488,,P807,Dados y accesorios 3/8'
100921,D-7322-ML,"Dado largo impacto de 22 mm, 6 puntas, cuadro 1/2', TRUPER",0.3,Pieza,202.59,149,168.1,128.45,185.34,Truper,27111700,7.50624E+12,177.705,,P804,Dados y accesorios 1/2'
100922,D-7323-ML,"Dado largo impacto de 23 mm, 6 puntas, cuadro 1/2', TRUPER",0.34,Pieza,202.59,149,168.1,128.45,185.34,Truper,27111700,7.50624E+12,177.652,,P804,Dados y accesorios 1/2'
100923,D-7324-ML,"Dado largo impacto de 24 mm, 6 puntas, cuadro 1/2', TRUPER",0.325,Pieza,202.59,149,168.1,128.45,185.34,Truper,27111700,7.50624E+12,169.344,,P804,Dados y accesorios 1/2'
100924,D-7325-ML,"Dado largo impacto de 25 mm, 6 puntas, cuadro 1/2', TRUPER",0.38,Pieza,214.66,159,176.72,137.07,197.41,Truper,27111700,7.50624E+12,210.375,,P804,Dados y accesorios 1/2'
100925,D-7326-ML,"Dado largo impacto de 26 mm, 6 puntas, cuadro 1/2', TRUPER",0.345,Pieza,214.66,159,176.72,137.07,197.41,Truper,27111700,7.50624E+12,217.04,,P804,Dados y accesorios 1/2'
