id,codigo,nombre,Peso[Kg],unidad,precio público sin IVA,precio mínimo de venta,precio mayoreo sin IVA,precio distribuidor sin IVA,Precio Medio Mayoreo sin IVA,Marca,Codigo SAT,ean,Volumen[cm3],,Familia,Descripción Familia
18372,TX-21,"Tijera para poda 56 cm,forjada,mgos de madera, TRUPER EXPERT",1.22,Pieza,659.48,525,538.79,452.59,599.14,Expert,27112007,7.50121E+12,3842.338,,P782,Tijeras a dos manos y cortadores de ramas altas
18374,MA-TX19,"Mariposa de repuesto para tijera TX-19, TRUPER EXPERT",0.02,Pieza,43.1,30,36.21,25.86,39.66,Expert,27112007,7.50121E+12,68.304,,P782,Tijeras a dos manos y cortadores de ramas altas
18375,MA-TX21,"Mariposa de repuesto para tijera TX-21, TRUPER EXPERT",0.04,Pieza,57.76,40,49.14,34.48,53.45,Expert,27112007,7.50121E+12,66.419,,P782,Tijeras a dos manos y cortadores de ramas altas
18376,T-17,"Tijera para poda 53 cm, ligera, mangos de madera, TRUPER",0.848,Pieza,193.97,155,159.48,133.62,176.72,Truper,27112007,7.50121E+12,2931.988,,P782,Tijeras a dos manos y cortadores de ramas altas
18377,T-19,"Tijera para poda 55 cm, Classic, mangos de madera, TRUPER",0.98,Pieza,231.9,185,193.97,159.48,211.21,Truper,27112007,7.50121E+12,4173.6,,P782,Tijeras a dos manos y cortadores de ramas altas
18380,T-122,"Tijera para ramas 70 cm, Classic, mangos de madera, TRUPER",0.995,Pieza,231.9,185,193.97,159.48,211.21,Truper,27112007,7.50121E+12,7471.043,,P782,Tijeras a dos manos y cortadores de ramas altas
18389,TE-19S,Tijera poda 60 cm filo dentado mango ovalado acero c/grip,1.2,Pieza,306.03,245,254.31,211.21,280.17,Truper,27112007,7.50121E+12,4605.907,,P782,Tijeras a dos manos y cortadores de ramas altas
18390,TE-19W,Tijera poda 60 cm filo ondulado mango ovalado acero c/grip,1.205,Pieza,306.03,245,254.31,211.21,280.17,Truper,27112007,7.50121E+12,4752.293,,P782,Tijeras a dos manos y cortadores de ramas altas
18392,TF-122,"Tijera para ramas 74 cm, mangos de aluminio, TRUPER EXPERT",1.1,Pieza,495.69,395,409.48,340.52,452.59,Expert,27112007,7.50121E+12,7371.924,,P782,Tijeras a dos manos y cortadores de ramas altas
18397,TB-17,"Tijera para poda 56 cm, ligera, mangos tubulares, TRUPER",0.93,Pieza,193.97,155,159.48,133.62,176.72,Truper,27112007,7.50121E+12,4267.624,,P782,Tijeras a dos manos y cortadores de ramas altas
18398,TB-19,"Tijera para poda 58 cm, Classic, mangos tubulares, TRUPER",1.135,Pieza,231.9,185,193.97,159.48,211.21,Truper,27112007,7.50121E+12,4160.796,,P782,Tijeras a dos manos y cortadores de ramas altas
18399,TB-122,"Tijera para ramas 70 cm, Classic, mangos tubulares, TRUPER",1.27,Pieza,231.9,185,193.97,159.48,211.21,Truper,27112007,7.50121E+12,6999.481,,P782,Tijeras a dos manos y cortadores de ramas altas
18400,T-40,"Tijera para ramas 80cm,uso rudo,mgos de madera,TRUPER EXPERT",2.32,Pieza,590.52,475,487.07,409.48,538.79,Expert,27112007,7.50121E+12,10905.356,,P782,Tijeras a dos manos y cortadores de ramas altas
18401,TR-82,"Cortador de ramas altas sin mango, hoja de acero SK5 de 14'",0.87,Pieza,366.38,295,306.03,254.31,331.9,Truper,27112047,7.50121E+12,2644.5,,P782,Tijeras a dos manos y cortadores de ramas altas
18409,TR-82M-A,Cortador de ramas altas mango telescópico 2.4 m aluminio,1.475,Set,693.97,555,573.28,478.45,633.62,Truper,27112047,7.50121E+12,7427.175,,P782,Tijeras a dos manos y cortadores de ramas altas
18410,TR-82M-F,Cortador de ramas altas mango telescópico 3.6 m fibra vidrio,2.62,Set,969.83,775,797.41,668.1,883.62,Truper,27112047,7.50121E+12,15960,,P782,Tijeras a dos manos y cortadores de ramas altas
18415,TRA-REF-S,"Conjunto impermeable doble capa amarillo con reflejante, CH",1.527,Pieza,504.31,375,418.1,323.28,461.21,Truper,46181500,7.50624E+12,3493.125,,P448,Impermeables y ponchos
18417,TRA-REF-L,"Conjunto impermeable doble capa amarillo con reflejante, G",1.62,Pieza,504.31,375,418.1,323.28,461.21,Truper,46181500,7.50624E+12,3860.861,,P448,Impermeables y ponchos
18418,TRA-REF-XL,"Conjunto impermeable doble capa amarillo con reflejante, XG",1.776,Pieza,504.31,375,418.1,323.28,461.21,Truper,46181500,7.50624E+12,3562.272,,P448,Impermeables y ponchos
18435,LI-CA-550RX,"Linterna de minero LED 500 lm, recargable, TRUPER EXPERT",0.29,Pieza,702.59,565,581.9,487.07,642.24,Expert,39112006,7.50624E+12,2102.5,,P081,Linternas
18452,T-80,"Tijera doméstica 13' para poda de césped, TRUPER",0.438,Pieza,168.1,125,142.24,107.76,154.31,Truper,27112007,7.50121E+12,1972.544,,P131,Tijeras para poda a una mano nacional
18456,T-20,"Tijera forjada para poda 6', recta, corte de frutas, TRUPER",0.134,Pieza,133.62,99,111.21,85.34,119.83,Truper,27112007,7.50121E+12,349.86,,P131,Tijeras para poda a una mano nacional
18457,T-24,"Tijera forjada para poda 8', curva, corte de uva, TRUPER",0.225,Pieza,150.86,110,125,94.83,137.07,Truper,27112007,7.50121E+12,502.74,,P131,Tijeras para poda a una mano nacional
18459,T-65,"Tijera forjada para poda 5-1/2', aguacatera, TRUPER",0.131,Pieza,128.45,95,107.76,81.9,116.38,Truper,27112007,7.50121E+12,336.968,,P131,Tijeras para poda a una mano nacional
18463,T-68,"Tijera para poda 8' de nylon con cuchillas acero SK5, TRUPER",0.214,Pieza,150.86,110,125,94.83,137.07,Truper,27112007,7.50121E+12,739.2,,P131,Tijeras para poda a una mano nacional
18464,REP-T45-2,"Cuchilla y resorte de repuesto para T-45, TRUPER",0.039,Set,39.66,27,31.9,23.28,36.21,Truper,27112007,7.50121E+12,187.07,,P131,Tijeras para poda a una mano nacional
18465,T-67X,"Tijera forjada p/poda 8-1/2' cuchilla paso, cabeza angulada",0.335,Pieza,168.1,125,142.24,107.76,154.31,Truper,27112007,7.50624E+12,609,,P131,Tijeras para poda a una mano nacional
18473,T-18,"Tijera para poda 49 cm, mangos Comfort Grip, TRUPER",0.796,Pieza,306.03,245,254.31,211.21,280.17,Truper,27112007,7.50624E+12,2866.506,,P782,Tijeras a dos manos y cortadores de ramas altas
18475,PR-201,Pistola para riego de 2 funciones metálica con recubrimiento,0.244,Pieza,133.62,99,111.21,85.34,119.83,Truper,23153145,7.50121E+12,997.279,,P112,Chiflones y pistolas de riego
18476,PR-202,Pistola para riego 2 funciones con recubrimiento y boquilla,0.261,Pieza,150.86,110,125,94.83,137.07,Truper,21101800,7.50121E+12,990,,P112,Chiflones y pistolas de riego
18477,PR-208,Pistola para riego de 8 funciones metálica con recubrimiento,0.297,Pieza,150.86,110,125,94.83,137.07,Truper,21101800,7.50121E+12,1335.84,,P112,Chiflones y pistolas de riego
18479,LIN-11,"Letrero 'Exclusivo personas con discapacidad',19x19cm",0.05,Pieza,93.97,69,77.59,59.48,84.48,Truper,55121700,7.50624E+12,111.296,,P711,Letreros de piso y de señalización
18480,PR-401,Pistola para riego de 2 funciones plástica con recubrimiento,0.134,Pieza,66.38,49,55.17,42.24,59.48,Truper,23153145,7.50121E+12,1148.684,,P112,Chiflones y pistolas de riego
18482,PR-409,Pistola para riego de 8 funciones plástica con recubrimiento,0.154,Pieza,75,55,62.07,47.41,68.1,Truper,21101800,7.50121E+12,1128.541,,P112,Chiflones y pistolas de riego
18529,LIN-12,"Letrero señalización'DEPOSITE LA BASURA EN SU LUGAR',21x28cm",0.075,Pieza,116.38,85,94.83,73.28,103.45,Truper,55121700,7.50624E+12,206.08,,P711,Letreros de piso y de señalización
18530,ESPO-1X,"Estufilla portátil, encendido electrónico, lata 1/4, EXPERT",1.251,Pieza,659.48,525,542.24,452.59,599.14,Expert,49121509,7.50624E+12,7349.563,,P569,Parrillas a gas
18531,TAV-R,"Tijera de aviación 10' corte recto, TRUPER",0.395,Pieza,249.14,185,206.03,159.48,228.45,Truper,27111500,7.50121E+12,688.6,,P439,Tijeras para hojalatero
18534,TAV-I,"Tijera de aviación 10' corte izquierdo, TRUPER",0.4,Pieza,249.14,185,206.03,159.48,228.45,Truper,27111500,7.50121E+12,680.775,,P439,Tijeras para hojalatero
18535,TAV-D,"Tijera de aviación 10' corte derecho, TRUPER",0.425,Pieza,249.14,185,206.03,159.48,228.45,Truper,27111500,7.50121E+12,709.231,,P439,Tijeras para hojalatero
18541,T-570,"Tijera para poda 7' forjada cuchilla de paso, TRUPER",0.2,Pieza,142.24,105,116.38,90.52,128.45,Truper,27112007,7.50624E+12,516.23,,P131,Tijeras para poda a una mano nacional
18542,T-580,"Tijera para poda 8' forjada cuchilla de paso, TRUPER",0.29,Pieza,171.55,129,145.69,111.21,159.48,Truper,27112007,7.50624E+12,869.44,,P131,Tijeras para poda a una mano nacional
18543,T-585,"Tijera para poda 8-1/2' forjada cuchilla de paso, TRUPER",0.345,Pieza,188.79,139,154.31,119.83,171.55,Truper,27112007,7.50624E+12,880.88,,P131,Tijeras para poda a una mano nacional
18544,T-595,"Tijera para poda 9-1/2' forjada cuchilla de paso, TRUPER",0.395,Pieza,197.41,145,162.93,125,180.17,Truper,27112007,7.50624E+12,968.44,,P131,Tijeras para poda a una mano nacional
18545,T-5100,"Tijera para poda 10' forjada cuchilla de paso, TRUPER",0.592,Pieza,214.66,159,176.72,137.07,197.41,Truper,27112007,7.50624E+12,1177.062,,P131,Tijeras para poda a una mano nacional
18564,TIMU-8E,"Tijera 8' multiusos,cuchilla dentada,acero inoxidable,TRUPER",0.111,Pieza,100.86,75,83.62,64.66,92.24,Truper,27111500,7.50121E+12,476.85,,P798,"Tijeras para electricista, sastre, casa y oficina"
18565,SIL-100BCT,"Sellador translúcido para baños y cocinas, 280 ml, TRUPER",0.32,Pieza,85.34,69,71.55,59.48,79.31,Truper,31162800,7.50121E+12,693.927,,P189,Selladores
18566,SIL-100BCB,"Sellador blanco para baños y cocinas, 280 ml, TRUPER",0.32,Pieza,85.34,69,71.55,59.48,79.31,Truper,31162800,7.50121E+12,717.336,,P189,Selladores
18567,SIL-85BCT,"Sellador translúcido para baños y cocinas, 85 g, TRUPER",0.1,Pieza,39.66,32,33.62,27.59,36.21,Truper,31162800,7.50121E+12,432.867,,P189,Selladores
18568,SIL-85BCB,"Sellador blanco para baños y cocinas, 85 g, TRUPER",0.11,Pieza,39.66,32,33.62,27.59,36.21,Truper,31162800,7.50121E+12,417.051,,P189,Selladores
18569,SACRI-100T,"Sellador acrílico de 280 ml, transparente, TRUPER",0.354,Pieza,62.07,49,50.86,42.24,56.03,Truper,31162800,7.50624E+12,728.742,,P189,Selladores
18570,SACRI-100B,"Sellador acrílico de 280 ml, blanco, TRUPER",0.514,Pieza,62.07,49,50.86,42.24,56.03,Truper,31162800,7.50624E+12,721.149,,P189,Selladores
18574,TL-50,"Tiralíneas plástico con gis y nivel 30 m (100 ft), TRUPER",0.296,Pieza,116.38,85,94.83,73.28,103.45,Truper,27112300,7.50121E+12,1597.32,,P134,Tiralíneas
18576,REP-TL,"Gis azul para tiralíneas, alta visibilidad, 8 oz, TRUPER",0.259,Pieza,33.62,25,28.45,21.55,31.03,Truper,27112300,7.50121E+12,767.448,,P134,Tiralíneas
18578,REP-TL-R,"Gis rojo para tiralíneas, alta visibilidad, 8 oz, TRUPER",0.258,Pieza,33.62,25,28.45,21.55,31.03,Truper,27112300,7.50121E+12,794.513,,P134,Tiralíneas
18579,TL-100X,"Tiralíneas metálico con gis, uso rudo, 30 m (100 ft), EXPERT",0.481,Pieza,306.03,225,254.31,193.97,275,Expert,27112300,7.50121E+12,2538.9,,P134,Tiralíneas
18630,ZP-7M,"Zapapico 7 lb, mango fibra de vidrio 36', TRUPER",4.325,Pieza,469.83,375,383.62,323.28,426.72,Truper,27112000,7.50121E+12,8792.566,,P409,Zapapicos y talachos nacionales y Latam
18646,ZP-5M,"Zapapico 5 lb, mango fibra de vidrio 36', TRUPER",3.42,Pieza,375,299,309.48,257.76,340.52,Truper,27112000,7.50121E+12,12237.772,,P409,Zapapicos y talachos nacionales y Latam
18647,TP-5M,"Talacho-pico 5 lb, mango fibra de vidrio 36', TRUPER",3.5,Pieza,405.17,325,335.34,280.17,369.83,Truper,27112000,7.50121E+12,12719.589,,P409,Zapapicos y talachos nacionales y Latam
18648,TH-5M,"Talacho-hacha 5 lb, mango fibra de vidrio 36', TRUPER",3.365,Pieza,405.17,325,335.34,280.17,369.83,Truper,27112000,7.50121E+12,10207.798,,P409,Zapapicos y talachos nacionales y Latam
18653,TALI-12AC,"Taladro/destornillador compacto 3/8', 12V, 1 bat 2Ah, PRO",1.385,Pieza,1081.9,945,900.86,814.66,987.07,Truper,23101502,7.50624E+12,4087.536,,P418,Máquinas inalámbricas
18800,LINA-2AAN,"Linterna de aluminio LED Cree 235 lm con 2 pilas AA, TRUPER",0.195,Pieza,249.14,199,206.03,171.55,225.86,Expert,39112006,7.50121E+12,1650.701,,P081,Linternas
18813,LINA-2DN,"Linterna de aluminio LED Cree 500 lm con 2 pilas D, TRUPER",0.749,Pieza,495.69,395,409.48,340.52,452.59,Expert,39112006,7.50121E+12,3535.68,,P081,Linternas
18814,LINA-3DN,"Linterna de aluminio LED Cree 850 lm con 3 pilas D, TRUPER",0.971,Pieza,590.52,475,487.07,409.48,538.79,Expert,39112006,7.50121E+12,3930.816,,P081,Linternas
19000,PIPI-26,"Pistola p/pintar baja presión, 1.5 mm, naranja, entrada inf",0.753,Pieza,262.93,210,219.83,181.03,240.52,Truper,31211908,7.50121E+12,5989.68,,P111,Pistolas para pintar
19005,COMP-60LB,"Compresor lubricado, de banda, 60L, hor, 4HP, 127V, TRUPER",67,Pieza,10043.1,8750,8318.97,7543.1,9051.72,Truper,40151601,7.50121E+12,269230.5,,P041,Compresores
19026,BOCH,"Cabeza infladora llantas con clip, hembra, 1/4' NPT, TRUPER",0.081,Pieza,80.17,59,66.38,50.86,73.28,Truper,27131600,7.50121E+12,446.104,,P229,Accesorios neumáticos
19027,FISE,"Filtro separador de agua y aceite, cuerda 1/4' NPT, TRUPER",0.121,Pieza,119.83,89,99.14,76.72,109.48,Truper,27131600,7.50121E+12,778.461,,P229,Accesorios neumáticos
19028,INFCA,"Inflador calibrador de cabeza doble, profesional, TRUPER",0.601,Pieza,573.28,425,478.45,366.38,530.17,Truper,27131600,7.50121E+12,1775.233,,P229,Accesorios neumáticos
19031,PA-NB,"Pintura en aerosol, negro brillante, bote esbelto, 400 ml",0.389,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,921.536,,P106,Pintura y barniz en aerosol
19032,PA-BB,"Pintura en aerosol, blanco brillante, bote esbelto, 400 ml",0.389,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,864.795,,P106,Pintura y barniz en aerosol
19033,PA-NM,"Pintura en aerosol, negro mate, bote esbelto, 400 ml",0.39,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,934.795,,P106,Pintura y barniz en aerosol
19034,PA-BM,"Pintura en aerosol, blanco mate, bote esbelto, 400 ml",0.399,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,897.595,,P106,Pintura y barniz en aerosol
19036,PA-TR,"Pintura en aerosol,transparente brillante,bote esbelto,400ml",0.414,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,880.555,,P106,Pintura y barniz en aerosol
19037,PA-NA,"Pintura en aerosol, naranja, bote esbelto, 400 ml",0.41,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,895.01,,P106,Pintura y barniz en aerosol
19038,PA-AH,"Pintura en aerosol, azul holandés, bote esbelto, 400 ml",0.414,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,888.212,,P106,Pintura y barniz en aerosol
19039,PA-AZ,"Pintura en aerosol, azul, bote esbelto, 400 ml, TRUPER",0.41,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,906.25,,P106,Pintura y barniz en aerosol
19040,PA-RO,"Pintura en aerosol, rojo, bote esbelto, 400 ml, TRUPER",0.391,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,887.163,,P106,Pintura y barniz en aerosol
19041,PA-AU,"Pintura en aerosol, azul ultramar, bote esbelto, 400 ml",0.411,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,892.8,,P106,Pintura y barniz en aerosol
19042,PA-AM,"Pintura en aerosol, amarillo, bote esbelto, 400 ml",0.411,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,907.68,,P106,Pintura y barniz en aerosol
19043,PA-MA,"Pintura en aerosol, marfil, bote esbelto, 400 ml",0.414,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,906.25,,P106,Pintura y barniz en aerosol
19044,PA-GO,"Pintura en aerosol, gris obscuro, bote esbelto, 400 ml",0.414,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,934.96,,P106,Pintura y barniz en aerosol
19045,PA-GC,"Pintura en aerosol, gris claro, bote esbelto, 400 ml",0.414,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,877.424,,P106,Pintura y barniz en aerosol
19046,PA-VM,"Pintura en aerosol, verde manzana, bote esbelto, 400 ml",0.414,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,917.969,,P106,Pintura y barniz en aerosol
19047,PA-VH,"Pintura en aerosol, verde hoja, bote esbelto, 400 ml",0.39,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,950.272,,P106,Pintura y barniz en aerosol
19048,PA-VE,"Pintura en aerosol, verde ecológico, bote esbelto, 400 ml",0.414,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,898.438,,P106,Pintura y barniz en aerosol
19049,PA-AC,"Pintura en aerosol, amarillo canario, bote esbelto, 400 ml",0.41,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,899.609,,P106,Pintura y barniz en aerosol
19050,PA-TA,"Pintura en aerosol, tabaco, bote esbelto, 400 ml",0.411,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,887.906,,P106,Pintura y barniz en aerosol
19053,PAM-CR,"Pintura en aerosol, cromo metálico, bote esbelto, 400 ml",0.408,Pieza,85.34,69,71.55,59.48,79.31,Truper,31162800,7.50121E+12,902.947,,P106,Pintura y barniz en aerosol
19054,PA-NS,"Pintura en aerosol, negro satín, bote esbelto, 400 ml",0.384,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,950.4,,P106,Pintura y barniz en aerosol
19055,PAP-RO,"Pintura en aerosol, rojo primario, bote esbelto, 400ml",0.415,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,921.875,,P106,Pintura y barniz en aerosol
19056,PAP-GR,"Pintura en aerosol, gris primario, bote esbelto, 400 ml",0.411,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,899.609,,P106,Pintura y barniz en aerosol
19059,PAM-PL,"Pintura en aerosol, plata metálico, bote esbelto, 400 ml",0.408,Pieza,85.34,69,71.55,59.48,79.31,Truper,31162800,7.50121E+12,902.344,,P106,Pintura y barniz en aerosol
19060,PAM-AZ,"Pintura en aerosol, azul metálico, bote esbelto, 400 ml",0.41,Pieza,85.34,69,71.55,59.48,79.31,Truper,31162800,7.50121E+12,863.76,,P106,Pintura y barniz en aerosol
19066,PAM-OR,"Pintura en aerosol, oro metálico, bote esbelto, 400 ml",0.409,Pieza,85.34,69,71.55,59.48,79.31,Truper,31162800,7.50121E+12,903.094,,P106,Pintura y barniz en aerosol
19067,PAM-CO,"Pintura en aerosol, cobre metálico, bote esbelto, 400 ml",0.399,Pieza,85.34,69,71.55,59.48,79.31,Truper,31162800,7.50121E+12,993.173,,P106,Pintura y barniz en aerosol
19072,PAF-NA,"Pintura en aerosol, naranja neón, bote esbelto, 400 ml",0.395,Pieza,73.28,59,60.34,50.86,66.38,Truper,31162800,7.50121E+12,885.36,,P106,Pintura y barniz en aerosol
19073,PAF-VE,"Pintura en aerosol, verde neón, bote esbelto, 400 ml",0.4,Pieza,73.28,59,60.34,50.86,66.38,Truper,31162800,7.50121E+12,917.969,,P106,Pintura y barniz en aerosol
19074,PAF-RS,"Pintura en aerosol, rosa neón, bote esbelto, 400 ml",0.411,Pieza,73.28,59,60.34,50.86,66.38,Truper,31162800,7.50121E+12,885.36,,P106,Pintura y barniz en aerosol
19078,JAN-7,"Juego pistola sopleteadora,2 boquillas,4 accesorios, TRUPER",0.175,Set,116.38,85,94.83,73.28,103.45,Truper,27131600,7.50121E+12,526.68,,P229,Accesorios neumáticos
19086,COMAN,"Destorcedor de aluminio, macho-hembra, cuerda 1/4'NPT,TRUPER",0.084,Pieza,80.17,59,66.38,50.86,73.28,Truper,27131600,7.50121E+12,181.248,,P229,Accesorios neumáticos
19096,MEA-120S,"Calibrador de presión 120 psi cabeza sencilla, TRUPER",0.055,Pieza,65.52,48,54.31,41.38,58.62,Truper,41112414,7.50121E+12,209.728,,P227,Medidores de aire
19098,MEA-50D,"Calibrador de presión 50 psi cabeza doble, TRUPER",0.061,Pieza,66.38,49,55.17,42.24,59.48,Truper,41112414,7.50121E+12,207.984,,P227,Medidores de aire
19099,MEA-120D,"Calibrador de presión 120 psi cabeza doble, TRUPER",0.07,Pieza,80.17,59,66.38,50.86,73.28,Truper,41112414,7.50121E+12,243.74,,P227,Medidores de aire
19100,MEA-160D,"Calibrador de presión 160 psi cabeza doble, TRUPER",0.07,Pieza,83.62,62,68.97,53.45,76.72,Truper,41112414,7.50121E+12,252.45,,P227,Medidores de aire
19211,CHAP-14,"Charola para rodillo 9' profesional, TRUPER",0.311,Pieza,42.24,32,36.21,27.59,39.66,Truper,31211906,7.50121E+12,2437.717,,P880,Accesorios para pintar
19213,EXTA-27,"Extensión de aluminio para rodillo, 2.7 m, TRUPER",0.435,Pieza,197.41,145,162.93,125,180.17,Truper,31211906,7.50121E+12,1113,,P880,Accesorios para pintar
19216,EXTA-20,"Extensión de aluminio para rodillo, 2 m, TRUPER",0.33,Pieza,128.45,95,107.76,81.9,116.38,Truper,31211906,7.50121E+12,1085.758,,P880,Accesorios para pintar
19232,PIRE-673,"Pistola de aluminio para recubrimientos (body), TRUPER",0.35,Pieza,211.21,155,171.55,133.62,188.79,Truper,31211908,7.50121E+12,2407.2,,P229,Accesorios neumáticos
19233,PITI-687,"Tirolera neumática, TRUPER",2.375,Pieza,840.52,675,693.97,581.9,762.93,Truper,31211900,7.50121E+12,41370.6,,P212,Herramientas neumáticas
19235,PISO-695,"Pistola de aluminio para sopletear, boquilla ext 4',TRUPER",0.156,Pieza,87.93,65,73.28,56.03,80.17,Truper,27131600,7.50121E+12,794.64,,P229,Accesorios neumáticos
19270,PA-RTX,"Pintura en aerosol, rojo taxi, bote esbelto, 400 ml",0.41,Pieza,62.93,50,51.72,43.1,56.9,Truper,31162800,7.50121E+12,892.8,,P106,Pintura y barniz en aerosol
19281,SU-675R,Juego de 2 sujetadores con matraca carga máxima 675 kg,0.94,Set,193.97,155,159.48,133.62,176.72,Truper,31162814,7.50121E+12,3033.303,,P238,Sujetadores
19282,SU-1125R,Juego de 2 sujetadores con matraca carga máxima 1125 kg,1.46,Set,306.03,245,254.31,211.21,280.17,Truper,31162814,7.50121E+12,3550.195,,P238,Sujetadores
19283,SU-2250C,"Sujetador con matraca carga máxima 2250 kg, TRUPER",1.172,Set,292.24,235,245.69,202.59,266.38,Truper,31162814,7.50121E+12,3961.218,,P238,Sujetadores
19285,SU-1000C,Juego de 2 sujetadores con matraca carga máxima 1000 kg,1.65,Set,357.76,285,297.41,245.69,323.28,Truper,31162814,7.50121E+12,5009.216,,P238,Sujetadores
19286,SU-3000C,"Sujetador con matraca carga máxima 3000 kg, TRUPER",2.352,Pieza,469.83,375,383.62,323.28,426.72,Truper,31162814,7.50121E+12,7807.08,,P238,Sujetadores
19287,SU-5000C,"Sujetador con matraca carga máxima 5000 kg, TRUPER",2.909,Pieza,581.9,465,478.45,400.86,530.17,Truper,31162814,7.50121E+12,7831.25,,P238,Sujetadores
19294,FE-AS-8X-16X,"Filtro de espuma para líquidos, aspiradoras 5, 8, 12, 16 gal",0.026,Pieza,128.45,95,107.76,81.9,116.38,Truper,47121602,7.50624E+12,1048.683,,P598,Refacciones para aspiradoras
19295,FILC-AS-8X-16X,"Filtro de cartucho para sólidos, aspiradoras 5,8,12,16 gal",0.48,Pieza,625,465,512.93,400.86,573.28,Truper,47121602,7.50624E+12,8339.534,,P598,Refacciones para aspiradoras
19320,ROEL-50N2,"Rotomartillo SDS Plus/destornillador 5 J, 1500W, INDUSTRIAL",7.34,Pieza,2801.72,2450,2323.28,2112.07,2543.1,Truper,23101502,7.50624E+12,31475.5,,P097,Máquinas portátiles con cable
19322,BAS-CU-60,Bastidor madera 39 x 42mm para carretillas 1 llanta TRUPER,1.34,Pieza,168.1,125,142.24,107.76,154.31,Truper,24101507,7.50121E+12,2472.247,,P433,Refacciones de carretillas
19323,ROEL-60N,"Rotomartillo SDS Plus/destornillador 6 J, 1600W, INDUSTRIAL",6.98,Pieza,3232.76,2850,2715.52,2456.9,2974.14,Truper,23101502,7.50624E+12,31201.8,,P097,Máquinas portátiles con cable
19341,D-3428-HL,"Dado largo de 7/8', 6 puntas, cuadro 3/4', TRUPER",0.379,Pieza,409.48,305,340.52,262.93,375,Truper,27112700,7.50624E+12,443.7,,P806,Dados y accesorios 3/4'
19342,D-3430-HL,"Dado largo de 15/16', 6 puntas, cuadro 3/4', TRUPER",0.38,Pieza,409.48,305,340.52,262.93,375,Truper,27112700,7.50624E+12,436.05,,P806,Dados y accesorios 3/4'
19343,D-3432-HL,"Dado largo de 1', 6 puntas, cuadro 3/4', TRUPER",0.449,Pieza,409.48,305,340.52,262.93,375,Truper,27112700,7.50624E+12,415.8,,P806,Dados y accesorios 3/4'
19348,D-3450-HL,"Dado largo de 1-9/16', 6 puntas, cuadro 3/4', TRUPER",0.827,Pieza,590.52,435,487.07,375,538.79,Truper,27112700,7.50624E+12,637,,P806,Dados y accesorios 3/4'
19349,D-3452-HL,"Dado largo de 1-5/8', 6 puntas, cuadro 3/4', TRUPER",0.763,Pieza,590.52,435,487.07,375,538.79,Truper,27112700,7.50624E+12,644,,P806,Dados y accesorios 3/4'
19358,COMP-120LV,"Compresor lubricado, de banda, 120L, 4HP, vert, 220V, TRUPER",92,Pieza,12500,10950,10301.72,9439.66,11422.41,Truper,40151601,7.50624E+12,475309.12,,P041,Compresores
19359,COMP-120LH,"Compresor lubricado, de banda, 120L,4HP, hor, 220V, TRUPER",101,Pieza,13232.76,11550,10991.38,9956.9,12025.86,Truper,40151601,7.50624E+12,485450.688,,P041,Compresores
19360,COMP-50LV,"Compresor lubricado, 50L, 3-1/2HP, vertical, 127V, TRUPER",34.96,Pieza,5086.21,4450,4181.03,3836.21,4612.07,Truper,40151601,7.50121E+12,164401.8,,P041,Compresores
19368,TPN-788RX,"Taladro neumático reversible 3/8', TRUPER",1.36,Pieza,1219.83,975,1012.93,840.52,1107.76,Truper,27131505,7.50624E+12,3318.9,,P212,Herramientas neumáticas
19369,TPN-785HX,"Taladro neumático reversible 1/2', TRUPER",1.8,Pieza,1853.45,1490,1538.79,1284.48,1681.03,Truper,27131505,7.50624E+12,3384.036,,P212,Herramientas neumáticas
