CIDEXISTENCIA,CIDALMACEN,CIDPRODUCTO,CIDEJERCICIO,CTIPOEXISTENCIA,CENTRADASINICIALES,CSALIDASINICIALES,CCOSTOINICIALENTRADAS,CCOSTOINICIALSALIDAS,CENTRADASPERIODO1,CENTRADASPERIODO2,CENTRADASPERIODO3,CENTRADASPERIODO4,CENTRADASPERIODO5,CENTRADASPERIODO6,CENTRADASPERIODO7,CENTRADASPERIODO8,CENTRADASPERIODO9,CENTRADASPERIODO10,CENTRADASPERIODO11,CENTRADASPERIODO12,CSALIDASPERIODO1,CSALIDASPERIODO2,CSALIDASPERIODO3,CSALIDASPERIODO4,CSALIDASPERIODO5,CSALIDASPERIODO6,CSALIDASPERIODO7,CSALIDASPERIODO8,CSALIDASPERIODO9,CSALIDASPERIODO10,CSALIDASPERIODO11,CSALIDASPERIODO12,CCOSTOENTRADASPERIODO1,CCOSTOENTRADASPERIODO2,CCOSTOENTRADASPERIODO3,CCOSTOENTRADASPERIODO4,CCOSTOENTRADASPERIODO5,CCOSTOENTRADASPERIODO6,CCOSTOENTRADASPERIODO7,CCOSTOENTRADASPERIODO8,CCOSTOENTRADASPERIODO9,CCOSTOENTRADASPERIODO10,CCOSTOENTRADASPERIODO11,CCOSTOENTRADASPERIODO12,CCOSTOSALIDASPERIODO1,CCOSTOSALIDASPERIODO2,CCOSTOSALIDASPERIODO3,CCOSTOSALIDASPERIODO4,CCOSTOSALIDASPERIODO5,CCOSTOSALIDASPERIODO6,CCOSTOSALIDASPERIODO7,CCOSTOSALIDASPERIODO8,CCOSTOSALIDASPERIODO9,CCOSTOSALIDASPERIODO10,CCOSTOSALIDASPERIODO11,CCOSTOSALIDASPERIODO12,CBANCONGELADO,CTIMESTAMP
120383,1,666,9,1,241195,219174.6,1809835.35,1563014.92,241195,241195,241195,241195,241195,241195,241195,241195,241195,241195,241195,241195,219579.6,219579.6,219579.6,219579.6,219579.6,219579.6,219579.6,219579.6,219579.6,219579.6,219579.6,219579.6,1809835.35,1809835.35,1809835.35,1809835.35,1809835.35,1809835.35,1809835.35,1809835.35,1809835.35,1809835.35,1809835.35,1809835.35,1563014.92,1563014.92,1563014.92,1563014.92,1563014.92,1563014.92,1563014.92,1563014.92,1563014.92,1563014.92,1563014.92,1563014.92,0,01/03/2026 12:29:48:748
120384,1,1302,9,1,6081,5987,342968.3,325121.02,6081,6081,6081,6081,6081,6081,6081,6081,6081,6081,6081,6081,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,5990,342968.3,342968.3,342968.3,342968.3,342968.3,342968.3,342968.3,342968.3,342968.3,342968.3,342968.3,342968.3,325121.02,325121.02,325121.02,325121.02,325121.02,325121.02,325121.02,325121.02,325121.02,325121.02,325121.02,325121.02,0,01/03/2026 09:27:57:988
120385,1,4668,9,1,3562,3234,15714.36,12961.4,3562,3562,3562,3562,3562,3562,3562,3562,3562,3562,3562,3562,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,3234,15714.36,15714.36,15714.36,15714.36,15714.36,15714.36,15714.36,15714.36,15714.36,15714.36,15714.36,15714.36,12961.4,12961.4,12961.4,12961.4,12961.4,12961.4,12961.4,12961.4,12961.4,12961.4,12961.4,12961.4,0,
120386,1,670,9,1,118450,103903.5,618345.5,426227.3,118450,118450,118450,118450,118450,118450,118450,118450,118450,118450,118450,118450,104203.5,104203.5,104203.5,104203.5,104203.5,104203.5,104203.5,104203.5,104203.5,104203.5,104203.5,104203.5,618345.5,618345.5,618345.5,618345.5,618345.5,618345.5,618345.5,618345.5,618345.5,618345.5,618345.5,618345.5,426227.3,426227.3,426227.3,426227.3,426227.3,426227.3,426227.3,426227.3,426227.3,426227.3,426227.3,426227.3,0,01/03/2026 12:30:08:995
120387,1,4603,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120388,1,4150,9,1,3892,3845,282537.64,230213.91,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,3850,282537.64,282537.64,282537.64,282537.64,282537.64,282537.64,282537.64,282537.64,282537.64,282537.64,282537.64,282537.64,230213.91,230213.91,230213.91,230213.91,230213.91,230213.91,230213.91,230213.91,230213.91,230213.91,230213.91,230213.91,0,01/03/2026 13:49:06:018
120389,1,1412,9,1,77740,74265,17440.8,11475.84,77740,77740,77740,77740,77740,77740,77740,77740,77740,77740,77740,77740,74265,74265,74265,74265,74265,74265,74265,74265,74265,74265,74265,74265,17440.8,17440.8,17440.8,17440.8,17440.8,17440.8,17440.8,17440.8,17440.8,17440.8,17440.8,17440.8,11475.84,11475.84,11475.84,11475.84,11475.84,11475.84,11475.84,11475.84,11475.84,11475.84,11475.84,11475.84,0,
120390,1,5163,9,1,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,651,651,651,651,651,651,651,651,651,651,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120391,1,5127,9,1,92,85,5563.82,8644.07,92,92,92,92,92,92,92,92,92,92,92,92,86,86,86,86,86,86,86,86,86,86,86,86,5563.82,5563.82,5563.82,5563.82,5563.82,5563.82,5563.82,5563.82,5563.82,5563.82,5563.82,5563.82,8644.07,8644.07,8644.07,8644.07,8644.07,8644.07,8644.07,8644.07,8644.07,8644.07,8644.07,8644.07,0,01/02/2026 18:10:09:937
120392,1,3142,9,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120393,1,3148,9,1,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,161,161,161,161,161,161,161,161,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120394,1,861,9,1,1833,1790,42164.47,33146.09,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,1790,42164.47,42164.47,42164.47,42164.47,42164.47,42164.47,42164.47,42164.47,42164.47,42164.47,42164.47,42164.47,33146.09,33146.09,33146.09,33146.09,33146.09,33146.09,33146.09,33146.09,33146.09,33146.09,33146.09,33146.09,0,
120395,1,859,9,1,1496,1475,65763.42,-4785.87,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,1475,65763.42,65763.42,65763.42,65763.42,65763.42,65763.42,65763.42,65763.42,65763.42,65763.42,65763.42,65763.42,-4785.87,-4785.87,-4785.87,-4785.87,-4785.87,-4785.87,-4785.87,-4785.87,-4785.87,-4785.87,-4785.87,-4785.87,0,
120396,1,644,9,1,3778,3757,99594.89,91038.83,3778,3778,3778,3778,3778,3778,3778,3778,3778,3778,3778,3778,3758,3758,3758,3758,3758,3758,3758,3758,3758,3758,3758,3758,99594.89,99594.89,99594.89,99594.89,99594.89,99594.89,99594.89,99594.89,99594.89,99594.89,99594.89,99594.89,91038.83,91038.83,91038.83,91038.83,91038.83,91038.83,91038.83,91038.83,91038.83,91038.83,91038.83,91038.83,0,01/02/2026 16:28:53:179
120397,1,740,9,1,2472,2421,106758.09,102810.8,2472,2472,2472,2472,2472,2472,2472,2472,2472,2472,2472,2472,2421,2421,2421,2421,2421,2421,2421,2421,2421,2421,2421,2421,106758.09,106758.09,106758.09,106758.09,106758.09,106758.09,106758.09,106758.09,106758.09,106758.09,106758.09,106758.09,102810.8,102810.8,102810.8,102810.8,102810.8,102810.8,102810.8,102810.8,102810.8,102810.8,102810.8,102810.8,0,
120398,1,1435,9,1,28365,28207,2242835.1,2150426.06,28365,28365,28365,28365,28365,28365,28365,28365,28365,28365,28365,28365,28219,28219,28219,28219,28219,28219,28219,28219,28219,28219,28219,28219,2242835.1,2242835.1,2242835.1,2242835.1,2242835.1,2242835.1,2242835.1,2242835.1,2242835.1,2242835.1,2242835.1,2242835.1,2150426.06,2150426.06,2150426.06,2150426.06,2150426.06,2150426.06,2150426.06,2150426.06,2150426.06,2150426.06,2150426.06,2150426.06,0,01/03/2026 11:17:52:788
120399,1,748,9,1,42128,39861.6,501870.4,459050.47,42128,42128,42128,42128,42128,42128,42128,42128,42128,42128,42128,42128,39883.6,39883.6,39883.6,39883.6,39883.6,39883.6,39883.6,39883.6,39883.6,39883.6,39883.6,39883.6,501870.4,501870.4,501870.4,501870.4,501870.4,501870.4,501870.4,501870.4,501870.4,501870.4,501870.4,501870.4,459050.47,459050.47,459050.47,459050.47,459050.47,459050.47,459050.47,459050.47,459050.47,459050.47,459050.47,459050.47,0,01/03/2026 14:18:14:215
120400,1,2779,9,1,41312,39977,143340.86,124156.03,41312,41312,41312,41312,41312,41312,41312,41312,41312,41312,41312,41312,39977,39977,39977,39977,39977,39977,39977,39977,39977,39977,39977,39977,143340.86,143340.86,143340.86,143340.86,143340.86,143340.86,143340.86,143340.86,143340.86,143340.86,143340.86,143340.86,124156.03,124156.03,124156.03,124156.03,124156.03,124156.03,124156.03,124156.03,124156.03,124156.03,124156.03,124156.03,0,
120401,1,3887,9,1,1409,1387,33009.68,33072.61,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,33009.68,33009.68,33009.68,33009.68,33009.68,33009.68,33009.68,33009.68,33009.68,33009.68,33009.68,33009.68,33072.61,33072.61,33072.61,33072.61,33072.61,33072.61,33072.61,33072.61,33072.61,33072.61,33072.61,33072.61,0,
120402,1,3401,9,1,1144,1140,125219.08,42315.29,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1144,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,125219.08,125219.08,125219.08,125219.08,125219.08,125219.08,125219.08,125219.08,125219.08,125219.08,125219.08,125219.08,42315.29,42315.29,42315.29,42315.29,42315.29,42315.29,42315.29,42315.29,42315.29,42315.29,42315.29,42315.29,0,
120403,1,4049,9,1,11971,11971,1678.2,53.2,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,11971,1678.2,1678.2,1678.2,1678.2,1678.2,1678.2,1678.2,1678.2,1678.2,1678.2,1678.2,1678.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2,0,
120404,1,360,9,1,82249,81813,12681.56,118771335275.43,82249,82249,82249,82249,82249,82249,82249,82249,82249,82249,82249,82249,81813,81813,81813,81813,81813,81813,81813,81813,81813,81813,81813,81813,12681.56,12681.56,12681.56,12681.56,12681.56,12681.56,12681.56,12681.56,12681.56,12681.56,12681.56,12681.56,118771335275.43,118771335275.43,118771335275.43,118771335275.43,118771335275.43,118771335275.43,118771335275.43,118771335275.43,118771335275.43,118771335275.43,118771335275.43,118771335275.43,0,
120405,1,256,9,1,17292,15779,103885.83,93674.7,17292,17292,17292,17292,17292,17292,17292,17292,17292,17292,17292,17292,15779,15779,15779,15779,15779,15779,15779,15779,15779,15779,15779,15779,103885.83,103885.83,103885.83,103885.83,103885.83,103885.83,103885.83,103885.83,103885.83,103885.83,103885.83,103885.83,93674.7,93674.7,93674.7,93674.7,93674.7,93674.7,93674.7,93674.7,93674.7,93674.7,93674.7,93674.7,0,
120406,1,389,9,1,1796,1707,272648.4,255288.35,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796,1707,1707,1707,1707,1707,1707,1707,1707,1707,1707,1707,1707,272648.4,272648.4,272648.4,272648.4,272648.4,272648.4,272648.4,272648.4,272648.4,272648.4,272648.4,272648.4,255288.35,255288.35,255288.35,255288.35,255288.35,255288.35,255288.35,255288.35,255288.35,255288.35,255288.35,255288.35,0,
120407,1,4469,9,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120408,1,728,9,1,32416,32193,1073630.6,1061719.07,32416,32416,32416,32416,32416,32416,32416,32416,32416,32416,32416,32416,32198,32198,32198,32198,32198,32198,32198,32198,32198,32198,32198,32198,1073630.6,1073630.6,1073630.6,1073630.6,1073630.6,1073630.6,1073630.6,1073630.6,1073630.6,1073630.6,1073630.6,1073630.6,1061719.07,1061719.07,1061719.07,1061719.07,1061719.07,1061719.07,1061719.07,1061719.07,1061719.07,1061719.07,1061719.07,1061719.07,0,01/03/2026 11:11:19:883
120409,1,648,9,1,39767,39462,623485.08,1356346.47,39767,39767,39767,39767,39767,39767,39767,39767,39767,39767,39767,39767,39475,39475,39475,39475,39475,39475,39475,39475,39475,39475,39475,39475,623485.08,623485.08,623485.08,623485.08,623485.08,623485.08,623485.08,623485.08,623485.08,623485.08,623485.08,623485.08,1356346.47,1356346.47,1356346.47,1356346.47,1356346.47,1356346.47,1356346.47,1356346.47,1356346.47,1356346.47,1356346.47,1356346.47,0,01/03/2026 12:45:42:420
120410,1,801,9,1,15861,15570,219870.01,202145.24,15861,15861,15861,15861,15861,15861,15861,15861,15861,15861,15861,15861,15590,15590,15590,15590,15590,15590,15590,15590,15590,15590,15590,15590,219870.01,219870.01,219870.01,219870.01,219870.01,219870.01,219870.01,219870.01,219870.01,219870.01,219870.01,219870.01,202145.24,202145.24,202145.24,202145.24,202145.24,202145.24,202145.24,202145.24,202145.24,202145.24,202145.24,202145.24,0,01/03/2026 11:09:35:337
120411,1,4107,9,1,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,525,525,525,525,525,525,525,525,525,525,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120412,1,3920,9,1,141,141,14755.83,14180.84,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,14755.83,14755.83,14755.83,14755.83,14755.83,14755.83,14755.83,14755.83,14755.83,14755.83,14755.83,14755.83,14180.84,14180.84,14180.84,14180.84,14180.84,14180.84,14180.84,14180.84,14180.84,14180.84,14180.84,14180.84,0,
120413,1,5160,9,1,619,618,23614.1,23568.17,619,619,619,619,619,619,619,619,619,619,619,619,618,618,618,618,618,618,618,618,618,618,618,618,23614.1,23614.1,23614.1,23614.1,23614.1,23614.1,23614.1,23614.1,23614.1,23614.1,23614.1,23614.1,23568.17,23568.17,23568.17,23568.17,23568.17,23568.17,23568.17,23568.17,23568.17,23568.17,23568.17,23568.17,0,
120414,1,326,9,1,66774,63951,626746.38,6036983.91,66774,66774,66774,66774,66774,66774,66774,66774,66774,66774,66774,66774,63960,63960,63960,63960,63960,63960,63960,63960,63960,63960,63960,63960,626746.38,626746.38,626746.38,626746.38,626746.38,626746.38,626746.38,626746.38,626746.38,626746.38,626746.38,626746.38,6036983.91,6036983.91,6036983.91,6036983.91,6036983.91,6036983.91,6036983.91,6036983.91,6036983.91,6036983.91,6036983.91,6036983.91,0,01/02/2026 13:21:33:496
120415,1,345,9,1,39562,37343,12876552.99,86748194.33,39562,39562,39562,39562,39562,39562,39562,39562,39562,39562,39562,39562,37353,37353,37353,37353,37353,37353,37353,37353,37353,37353,37353,37353,12876552.99,12876552.99,12876552.99,12876552.99,12876552.99,12876552.99,12876552.99,12876552.99,12876552.99,12876552.99,12876552.99,12876552.99,86748194.33,86748194.33,86748194.33,86748194.33,86748194.33,86748194.33,86748194.33,86748194.33,86748194.33,86748194.33,86748194.33,86748194.33,0,01/02/2026 13:19:33:830
120416,1,561,9,1,8,8,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120417,1,552,9,1,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120418,1,271,9,1,48684,47274,151400.61,-234647.59,48684,48684,48684,48684,48684,48684,48684,48684,48684,48684,48684,48684,47292,47292,47292,47292,47292,47292,47292,47292,47292,47292,47292,47292,151400.61,151400.61,151400.61,151400.61,151400.61,151400.61,151400.61,151400.61,151400.61,151400.61,151400.61,151400.61,-234647.59,-234647.59,-234647.59,-234647.59,-234647.59,-234647.59,-234647.59,-234647.59,-234647.59,-234647.59,-234647.59,-234647.59,0,01/02/2026 15:05:44:417
120419,1,3144,9,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120420,1,4051,9,1,220,235,160.92,281.63,220,220,220,220,220,220,220,220,220,220,220,220,235,235,235,235,235,235,235,235,235,235,235,235,160.92,160.92,160.92,160.92,160.92,160.92,160.92,160.92,160.92,160.92,160.92,160.92,281.63,281.63,281.63,281.63,281.63,281.63,281.63,281.63,281.63,281.63,281.63,281.63,0,
120421,1,258,9,1,738,383,13400.59,5570.37,738,738,738,738,738,738,738,738,738,738,738,738,383,383,383,383,383,383,383,383,383,383,383,383,13400.59,13400.59,13400.59,13400.59,13400.59,13400.59,13400.59,13400.59,13400.59,13400.59,13400.59,13400.59,5570.37,5570.37,5570.37,5570.37,5570.37,5570.37,5570.37,5570.37,5570.37,5570.37,5570.37,5570.37,0,
120422,1,3076,9,1,1909,1591,18996.51,16206.15,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,18996.51,18996.51,18996.51,18996.51,18996.51,18996.51,18996.51,18996.51,18996.51,18996.51,18996.51,18996.51,16206.15,16206.15,16206.15,16206.15,16206.15,16206.15,16206.15,16206.15,16206.15,16206.15,16206.15,16206.15,0,01/03/2026 14:18:15:996
120423,1,4737,9,1,3306,3226,889875.54,816980.62,3306,3306,3306,3306,3306,3306,3306,3306,3306,3306,3306,3306,3226,3226,3226,3226,3226,3226,3226,3226,3226,3226,3226,3226,889875.54,889875.54,889875.54,889875.54,889875.54,889875.54,889875.54,889875.54,889875.54,889875.54,889875.54,889875.54,816980.62,816980.62,816980.62,816980.62,816980.62,816980.62,816980.62,816980.62,816980.62,816980.62,816980.62,816980.62,0,
120424,1,4738,9,1,6533,6458,743891.67,771392.4,6533,6533,6533,6533,6533,6533,6533,6533,6533,6533,6533,6533,6468,6468,6468,6468,6468,6468,6468,6468,6468,6468,6468,6468,743891.67,743891.67,743891.67,743891.67,743891.67,743891.67,743891.67,743891.67,743891.67,743891.67,743891.67,743891.67,771392.4,771392.4,771392.4,771392.4,771392.4,771392.4,771392.4,771392.4,771392.4,771392.4,771392.4,771392.4,0,01/02/2026 15:50:29:621
120425,1,4870,9,1,42,20,14131.56,6069.18,42,42,42,42,42,42,42,42,42,42,42,42,20,20,20,20,20,20,20,20,20,20,20,20,14131.56,14131.56,14131.56,14131.56,14131.56,14131.56,14131.56,14131.56,14131.56,14131.56,14131.56,14131.56,6069.18,6069.18,6069.18,6069.18,6069.18,6069.18,6069.18,6069.18,6069.18,6069.18,6069.18,6069.18,0,
120426,1,4756,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120427,1,4755,9,1,179,173,387275.28,415207.65,179,179,179,179,179,179,179,179,179,179,179,179,173,173,173,173,173,173,173,173,173,173,173,173,387275.28,387275.28,387275.28,387275.28,387275.28,387275.28,387275.28,387275.28,387275.28,387275.28,387275.28,387275.28,415207.65,415207.65,415207.65,415207.65,415207.65,415207.65,415207.65,415207.65,415207.65,415207.65,415207.65,415207.65,0,
120428,1,4765,9,1,296,291,221387.06,222601.47,296,296,296,296,296,296,296,296,296,296,296,296,291,291,291,291,291,291,291,291,291,291,291,291,221387.06,221387.06,221387.06,221387.06,221387.06,221387.06,221387.06,221387.06,221387.06,221387.06,221387.06,221387.06,222601.47,222601.47,222601.47,222601.47,222601.47,222601.47,222601.47,222601.47,222601.47,222601.47,222601.47,222601.47,0,
120429,1,4777,9,1,585,551,161733.71,147930.91,585,585,585,585,585,585,585,585,585,585,585,585,553,553,553,553,553,553,553,553,553,553,553,553,161733.71,161733.71,161733.71,161733.71,161733.71,161733.71,161733.71,161733.71,161733.71,161733.71,161733.71,161733.71,147930.91,147930.91,147930.91,147930.91,147930.91,147930.91,147930.91,147930.91,147930.91,147930.91,147930.91,147930.91,0,01/02/2026 14:37:02:177
120430,1,660,9,1,154500,149055.9,1854687.51,548753.69,154500,154500,154500,154500,154500,154500,154500,154500,154500,154500,154500,154500,149191.9,149191.9,149191.9,149191.9,149191.9,149191.9,149191.9,149191.9,149191.9,149191.9,149191.9,149191.9,1854687.51,1854687.51,1854687.51,1854687.51,1854687.51,1854687.51,1854687.51,1854687.51,1854687.51,1854687.51,1854687.51,1854687.51,548753.69,548753.69,548753.69,548753.69,548753.69,548753.69,548753.69,548753.69,548753.69,548753.69,548753.69,548753.69,0,01/03/2026 12:32:49:536
120431,1,1303,9,1,17944,17620,257126.92,273289.82,17944,17944,17944,17944,17944,17944,17944,17944,17944,17944,17944,17944,17628,17628,17628,17628,17628,17628,17628,17628,17628,17628,17628,17628,257126.92,257126.92,257126.92,257126.92,257126.92,257126.92,257126.92,257126.92,257126.92,257126.92,257126.92,257126.92,273289.82,273289.82,273289.82,273289.82,273289.82,273289.82,273289.82,273289.82,273289.82,273289.82,273289.82,273289.82,0,01/03/2026 11:33:05:272
120432,1,810,9,1,7208,6830,96355.57,87880.6,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,6830,96355.57,96355.57,96355.57,96355.57,96355.57,96355.57,96355.57,96355.57,96355.57,96355.57,96355.57,96355.57,87880.6,87880.6,87880.6,87880.6,87880.6,87880.6,87880.6,87880.6,87880.6,87880.6,87880.6,87880.6,0,
120433,1,641,9,1,12466,12094,239646.73,225949.32,12466,12466,12466,12466,12466,12466,12466,12466,12466,12466,12466,12466,12098,12098,12098,12098,12098,12098,12098,12098,12098,12098,12098,12098,239646.73,239646.73,239646.73,239646.73,239646.73,239646.73,239646.73,239646.73,239646.73,239646.73,239646.73,239646.73,225949.32,225949.32,225949.32,225949.32,225949.32,225949.32,225949.32,225949.32,225949.32,225949.32,225949.32,225949.32,0,01/03/2026 11:11:28:252
120434,1,3913,9,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120435,1,888,9,1,4811,4547,41603.5,43797.21,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4811,4547,4547,4547,4547,4547,4547,4547,4547,4547,4547,4547,4547,41603.5,41603.5,41603.5,41603.5,41603.5,41603.5,41603.5,41603.5,41603.5,41603.5,41603.5,41603.5,43797.21,43797.21,43797.21,43797.21,43797.21,43797.21,43797.21,43797.21,43797.21,43797.21,43797.21,43797.21,0,
120436,1,3494,9,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120437,1,1747,9,1,520,528,6431.01,6634.88,520,520,520,520,520,520,520,520,520,520,520,520,528,528,528,528,528,528,528,528,528,528,528,528,6431.01,6431.01,6431.01,6431.01,6431.01,6431.01,6431.01,6431.01,6431.01,6431.01,6431.01,6431.01,6634.88,6634.88,6634.88,6634.88,6634.88,6634.88,6634.88,6634.88,6634.88,6634.88,6634.88,6634.88,0,
120438,1,1749,9,1,505,453,36615.05,32272.66,505,505,505,505,505,505,505,505,505,505,505,505,453,453,453,453,453,453,453,453,453,453,453,453,36615.05,36615.05,36615.05,36615.05,36615.05,36615.05,36615.05,36615.05,36615.05,36615.05,36615.05,36615.05,32272.66,32272.66,32272.66,32272.66,32272.66,32272.66,32272.66,32272.66,32272.66,32272.66,32272.66,32272.66,0,
120439,1,5170,9,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120440,1,2564,9,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120441,1,4605,9,1,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,118,118,118,118,118,118,118,118,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120442,1,5121,9,1,0,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120443,1,177,9,1,25154,25173,34532.66,11346.93,25154,25154,25154,25154,25154,25154,25154,25154,25154,25154,25154,25154,25173,25173,25173,25173,25173,25173,25173,25173,25173,25173,25173,25173,34532.66,34532.66,34532.66,34532.66,34532.66,34532.66,34532.66,34532.66,34532.66,34532.66,34532.66,34532.66,11346.93,11346.93,11346.93,11346.93,11346.93,11346.93,11346.93,11346.93,11346.93,11346.93,11346.93,11346.93,0,01/03/2026 10:13:05:208
120444,1,4151,9,1,73500,58347,13504.3,10475.52,73500,73500,73500,73500,73500,73500,73500,73500,73500,73500,73500,73500,58947,58947,58947,58947,58947,58947,58947,58947,58947,58947,58947,58947,13504.3,13504.3,13504.3,13504.3,13504.3,13504.3,13504.3,13504.3,13504.3,13504.3,13504.3,13504.3,10475.52,10475.52,10475.52,10475.52,10475.52,10475.52,10475.52,10475.52,10475.52,10475.52,10475.52,10475.52,0,01/03/2026 12:19:21:522
120445,1,2716,9,1,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120446,1,2780,9,1,2563,2310,10916.67,8618.92,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2563,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,2310,10916.67,10916.67,10916.67,10916.67,10916.67,10916.67,10916.67,10916.67,10916.67,10916.67,10916.67,10916.67,8618.92,8618.92,8618.92,8618.92,8618.92,8618.92,8618.92,8618.92,8618.92,8618.92,8618.92,8618.92,0,
